no, groupNo, randomSeed, numberOfWorkers,maxSolverExecutionTimeInSeconds, processCount, processExecutionTimeMin, processExecutionTimeMax,computerCount,conflictPercentage, timeWeight, SolverWallTime,makespan,parallelTimeSum,serialTimeHorizon,solverStatus,currentTimestamp
1,1,1,14,7,50,5,10,3,15,100,7.101179,376.000000,383.101179,376,UNKNOWN
2,1,2,14,7,50,5,10,3,15,100,7.092413,358.000000,365.092413,358,UNKNOWN
3,1,3,14,7,50,5,10,3,15,100,7.109069,351.000000,358.109069,374,FEASIBLE
4,2,1,14,7,50,5,10,3,25,100,7.163106,376.000000,383.163106,376,UNKNOWN
5,2,2,14,7,50,5,10,3,25,100,7.161211,358.000000,365.161211,358,UNKNOWN
